slug	comment
Room15_bumblebee_albacore_1	phil_review_good
Room15_bumblebee_albacore_2	phil_review_good
Room15_bumblebee_albacore_3	phil_review_good
Room15_bumblebee_albacore_4	phil_review_good
Room15_bumblebee_albacore_5	phil_review_good
Room15_chair1_1	phil_review_good
Room15_chair1_2	phil_review_good
Room15_chair1_3	phil_review_good
Room15_chair1_4	phil_review_good
Room15_chair2_1	phil_review_good
Room15_chair2_2	phil_review_good
Room15_chair2_3	phil_review_good
Room15_chair2_4	phil_review_good
Room15_chair3_1	phil_review_good
Room15_chair3_2	phil_review_good
Room15_chair3_3	phil_review_good
Room15_chair3_4	phil_review_good
Room15_chair3_5	phil_review_good
Room15_chair4_1	phil_review_good
Room15_chair4_2	phil_review_good
Room15_chair4_3	phil_review_good
Room15_chair4_4	phil_review_good
Room15_chair5_1	phil_review_good
Room15_chair5_2	phil_review_good
Room15_chair5_3	phil_review_good
Room15_chair5_4	phil_review_good
Room15_chair5_5	phil_review_good
Room15_cholula_chipotle_hot_sauce_1	phil_review_good
Room15_cholula_chipotle_hot_sauce_2	phil_review_good
Room15_crystal_hot_sauce_1	phil_review_good
Room15_crystal_hot_sauce_2	phil_review_good
Room15_hersheys_bar_1	phil_review_good
Room15_hersheys_bar_2	phil_review_good
Room15_hersheys_bar_3	phil_review_good
Room15_hunts_sauce_1	phil_review_good
Room15_hunts_sauce_2	phil_review_good
Room15_hunts_sauce_3	phil_review_good
Room15_hunts_sauce_4	phil_review_good
Room15_hunts_sauce_5	phil_review_good
Room15_mahatma_rice_1	phil_review_good
Room15_mahatma_rice_2	phil_review_good
Room15_mahatma_rice_3	phil_review_good
Room15_mahatma_rice_4	phil_review_good
Room15_monitor1_1	phil_review_good
Room15_monitor1_2	phil_review_good
Room15_monitor1_3	phil_review_goodish
Room15_monitor1_4	phil_review_good
Room15_monitor1_5	phil_review_good
Room15_monitor2_1	phil_review_good
Room15_monitor2_2	phil_review_good
Room15_monitor2_3	phil_review_good
Room15_monitor2_4	phil_review_good
Room15_monitor2_5	phil_review_good
Room15_monitor2_6	phil_review_goodish
Room15_monitor2_7	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_1	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_2	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_3	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_4	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_5	NULL
Room15_nature_valley_granola_thins_dark_chocolate_6	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_peanut_1	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_peanut_2	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_roasted_mix_nut_1	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_roasted_mix_nut_2	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_roasted_mix_nut_3	phil_review_good
Room15_nutrigrain_harvest_blueberry_bliss_1	phil_review_good
Room15_nutrigrain_harvest_blueberry_bliss_2	NULL
Room15_nutrigrain_harvest_blueberry_bliss_3	phil_review_good
Room15_nutrigrain_harvest_blueberry_bliss_4	phil_review_good
Room15_nutrigrain_harvest_blueberry_bliss_5	phil_review_good
Room15_pringles_bbq_1	phil_review_good
Room15_pringles_bbq_2	phil_review_good
Room15_pringles_bbq_3	phil_review_good
Room15_pringles_bbq_4	phil_review_good
Room15_pringles_bbq_5	phil_review_good
Room15_pringles_bbq_6	phil_review_good
Room15_progresso_new_england_clam_chowder_1	phil_review_good
Room15_progresso_new_england_clam_chowder_2	phil_review_good
Room15_progresso_new_england_clam_chowder_3	phil_review_good
Room15_quaker_chewy_low_fat_chocolate_chunk_1	phil_review_good
Room15_quaker_chewy_low_fat_chocolate_chunk_2	phil_review_good
Room15_quaker_chewy_low_fat_chocolate_chunk_3	phil_review_good
Room15_red_bull_1	phil_review_good
Room15_red_bull_2	phil_review_good
Room15_red_bull_3	phil_review_good
Room15_red_bull_4	phil_review_good
Room15_red_bull_5	phil_review_good
Room15_refrigerator1_1	NULL
Room15_refrigerator1_2	phil_reivew_bad
Room15_refrigerator1_3	phil_review_good
Room15_refrigerator1_4	phil_review_good
Room15_refrigerator1_5	phil_review_good
Room15_refrigerator1_6	phil_review_good
Room15_refrigerator1_7	phil_review_good
Room15_sofa1_1	phil_review_good
Room15_sofa1_2	phil_review_good
Room15_sofa1_3	phil_review_good
Room15_sofa1_4	phil_review_good
Room15_sofa1_5	phil_review_good
Room15_sofa1_6	phil_review_good
Room15_softsoap_clear_2	phil_review_good
Room15_softsoap_clear_3	phil_review_good
Room15_spongebob_squarepants_fruit_snaks_1	phil_review_good
Room15_spongebob_squarepants_fruit_snaks_2	phil_review_good
Room15_table1_1	phil_review_good
Room15_table1_2	phil_review_good
Room15_table1_3	phil_review_good
Room15_table1_4	phil_review_good
Room15_table1_5	phil_review_good
Room15_table1_6	phil_review_good
SN208_density1_chair1	phil_review_good
SN208_density1_chair2_1	phil_review_good
SN208_density1_chair2_2	phil_review_good
SN208_density1_chair3_1	phil_review_good
SN208_density1_chair3_2	phil_review_good
SN208_density1_chair4_1	phil_review_good
SN208_density1_chair4_2	phil_review_good
SN208_density1_chair4_3	phil_review_good
SN208_density1_chair5_1	phil_review_good
SN208_density1_chair5_2	phil_review_good
SN208_density1_chair6_1	phil_review_good
SN208_density1_chair6_2	phil_review_good
SN208_density1_chair6_3	phil_review_good
SN208_density1_chair7_1	phil_review_good
SN208_density1_chair7_2	phil_review_good
SN208_density1_chair7_3	phil_review_good
SN208_density1_chair8_1	phil_review_good
SN208_density1_chair8_2	phil_review_good
SN208_density1_table1_1	phil_review_good
SN208_density1_table1_2	phil_review_good
SN208_density1_table2_1	phil_review_good
SN208_density1_table2_2	phil_review_good
softsoap_white_offline2	NULL
test1_advil_liqui_gels	phil_review_good
test1_hunts_sauce	phil_review_good
test1_nature_valley_sweet_and_salty_nut_almont	NULL
test1_softsoap_gold	NULL
