slug	comment
gold_standard_rohit_4	NULL
gold_standard_rohit_4	NULL
gold_standard_rohit_4	NULL
gold_standard_rohit_4	NULL
gold_standard_rohit_4	NULL
gold_standard_rohit_4	NULL
gold_standard_rohit_4	NULL
gold_standard_rohit_4	NULL
gold_standard_rohit_4	NULL
Office_02_1_coca_cola_glass_bottle_1	phil_review_good
Office_02_1_coca_cola_glass_bottle_2	NULL
Office_02_1_coca_cola_glass_bottle_3	NULL
Office_02_1_coca_cola_glass_bottle_4	NULL
Office_02_1_coca_cola_glass_bottle_5	NULL
Office_02_1_coca_cola_glass_bottle_6	NULL
Office_02_1_coca_cola_glass_bottle_7	NULL
Office_02_1_coca_cola_glass_bottle_8	NULL
Room15_aunt_jemima_original_syrup_1	phil_review_good
Room15_aunt_jemima_original_syrup_2	phil_review_good
Room15_aunt_jemima_original_syrup_3	phil_review_good
Room15_aunt_jemima_original_syrup_4	phil_review_good
Room15_bumblebee_albacore_1	phil_review_good
Room15_bumblebee_albacore_2	phil_review_good
Room15_bumblebee_albacore_3	phil_review_good
Room15_bumblebee_albacore_4	phil_review_good
Room15_bumblebee_albacore_5	phil_review_good
Room15_chair1_1	phil_review_good
Room15_chair1_2	phil_review_good
Room15_chair1_3	phil_review_good
Room15_chair1_4	phil_review_good
Room15_chair2_1	phil_review_good
Room15_chair2_2	phil_review_good
Room15_chair2_3	phil_review_good
Room15_chair2_4	phil_review_good
Room15_chair3_1	phil_review_good
Room15_chair3_2	phil_review_good
Room15_chair3_3	phil_review_good
Room15_chair3_4	phil_review_good
Room15_chair3_5	phil_review_good
Room15_chair4_1	phil_review_good
Room15_chair4_2	phil_review_good
Room15_chair4_3	phil_review_good
Room15_chair4_4	phil_review_good
Room15_chair5_1	phil_review_good
Room15_chair5_2	phil_review_good
Room15_chair5_3	phil_review_good
Room15_chair5_4	phil_review_good
Room15_chair5_5	phil_review_good
Room15_cholula_chipotle_hot_sauce_1	phil_review_good
Room15_cholula_chipotle_hot_sauce_2	phil_review_good
Room15_crystal_hot_sauce_1	phil_review_good
Room15_crystal_hot_sauce_2	phil_review_good
Room15_hersheys_bar_1	phil_review_good
Room15_hersheys_bar_2	phil_review_good
Room15_hersheys_bar_3	phil_review_good
Room15_hunts_sauce_1	phil_review_good
Room15_hunts_sauce_2	phil_review_good
Room15_hunts_sauce_3	phil_review_good
Room15_hunts_sauce_4	phil_review_good
Room15_hunts_sauce_5	phil_review_good
Room15_mahatma_rice_1	phil_review_good
Room15_mahatma_rice_2	phil_review_good
Room15_mahatma_rice_3	phil_review_good
Room15_mahatma_rice_4	phil_review_good
Room15_monitor1_1	phil_review_good
Room15_monitor1_2	phil_review_good
Room15_monitor1_3	phil_review_goodish
Room15_monitor1_4	phil_review_good
Room15_monitor1_5	phil_review_good
Room15_monitor2_1	phil_review_good
Room15_monitor2_2	phil_review_good
Room15_monitor2_3	phil_review_good
Room15_monitor2_4	phil_review_good
Room15_monitor2_5	phil_review_good
Room15_monitor2_6	phil_review_goodish
Room15_monitor2_7	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_1	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_2	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_3	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_4	phil_review_good
Room15_nature_valley_granola_thins_dark_chocolate_5	NULL
Room15_nature_valley_granola_thins_dark_chocolate_6	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_peanut_1	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_peanut_2	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_roasted_mix_nut_1	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_roasted_mix_nut_2	phil_review_good
Room15_nature_valley_sweet_and_salty_nut_roasted_mix_nut_3	phil_review_good
Room15_nutrigrain_harvest_blueberry_bliss_1	phil_review_good
Room15_nutrigrain_harvest_blueberry_bliss_2	NULL
Room15_nutrigrain_harvest_blueberry_bliss_3	phil_review_good
Room15_nutrigrain_harvest_blueberry_bliss_4	phil_review_good
Room15_nutrigrain_harvest_blueberry_bliss_5	phil_review_good
Room15_pringles_bbq_1	phil_review_good
Room15_pringles_bbq_2	phil_review_good
Room15_pringles_bbq_3	phil_review_good
Room15_pringles_bbq_4	phil_review_good
Room15_pringles_bbq_5	phil_review_good
Room15_pringles_bbq_6	phil_review_good
Room15_progresso_new_england_clam_chowder_1	phil_review_good
Room15_progresso_new_england_clam_chowder_2	phil_review_good
Room15_progresso_new_england_clam_chowder_3	phil_review_good
Room15_quaker_chewy_low_fat_chocolate_chunk_1	phil_review_good
Room15_quaker_chewy_low_fat_chocolate_chunk_2	phil_review_good
Room15_quaker_chewy_low_fat_chocolate_chunk_3	phil_review_good
Room15_red_bull_1	phil_review_good
Room15_red_bull_2	phil_review_good
Room15_red_bull_3	phil_review_good
Room15_red_bull_4	phil_review_good
Room15_red_bull_5	phil_review_good
Room15_refrigerator1_1	NULL
Room15_refrigerator1_2	phil_reivew_bad
Room15_refrigerator1_3	phil_review_good
Room15_refrigerator1_4	phil_review_good
Room15_refrigerator1_5	phil_review_good
Room15_refrigerator1_6	phil_review_good
Room15_refrigerator1_7	phil_review_good
Room15_sofa1_1	phil_review_good
Room15_sofa1_2	phil_review_good
Room15_sofa1_3	phil_review_good
Room15_sofa1_4	phil_review_good
Room15_sofa1_5	phil_review_good
Room15_sofa1_6	phil_review_good
Room15_softsoap_clear_2	phil_review_good
Room15_softsoap_clear_3	phil_review_good
Room15_spongebob_squarepants_fruit_snaks_1	phil_review_good
Room15_spongebob_squarepants_fruit_snaks_2	phil_review_good
Room15_table1_1	phil_review_good
Room15_table1_2	phil_review_good
Room15_table1_3	phil_review_good
Room15_table1_4	phil_review_good
Room15_table1_5	phil_review_good
Room15_table1_6	phil_review_good
SN208_2cm_paths_bottle1	phil_review_good
SN208_2cm_paths_bottle2_1	phil_review_good
SN208_2cm_paths_bottle2_2	phil_review_good
SN208_2cm_paths_bottle3_1	phil_review_good
SN208_2cm_paths_bottle3_2	phil_reivew_good
SN208_2cm_paths_bottle4	phil_review_good
SN208_2cm_paths_bottle5	phil_review_good
SN208_2cm_paths_bottle6	phil_review_good
SN208_2cm_paths_bottle7	phil_review_good
SN208_2cm_paths_chair1_1	phil_review_good
SN208_2cm_paths_chair1_2	phil_review_good
SN208_2cm_paths_chair2_1	phil_review_good
SN208_2cm_paths_chair2_2	phil_review_good
SN208_2cm_paths_chair3	phil_review_good
SN208_2cm_paths_chair4_1	phil_review_good
SN208_2cm_paths_chair4_2	phil_review_good
SN208_2cm_paths_chair5_1	phil_review_good
SN208_2cm_paths_chair5_2	phil_review_good
SN208_2cm_paths_chair6_1	phil_review_good
SN208_2cm_paths_chair6_2	phil_review_good
SN208_2cm_paths_potted_plant	phil_review_good
SN208_2cm_paths_potted_plant2_1	NULL
SN208_2cm_paths_potted_plant2_2	phil_review_good
SN208_density3a_bottle5	phil_review_good
SN208_density3a_bottle6	phil_review_good
SN208_density3a_chair1	phil_review_good
SN208_density3a_chair2	phil_review_good
SN208_density3a_chair3	phil_review_good
SN208_density3a_chair4	phil_review_good
SN208_density3a_chair5	phil_review_good
SN208_density3a_chair6	phil_review_good
SN208_density3_bottle1	phil_review_good
SN208_density3_bottle2	phil_review_good
SN208_density3_bottle3	phil_review_good
SN208_density3_bottle4	phil_review_good
SN208_Density_2by2_same_chair_chair2_1	phil_review_good
SN208_Density_2by2_same_chair_chair2_2	phil_review_good
SN208_Density_2by2_sc_bottle1_1	phil_review_good
SN208_Density_2by2_sc_bottle1_2	phil_review_good
SN208_Density_2by2_sc_bottle1_3	phil_review_good
SN208_Density_2by2_sc_bottle1_4	phil_review_good
SN208_Density_2by2_sc_bottle2_1	phil_review_good
SN208_Density_2by2_sc_bottle2_2	phil_review_good
SN208_Density_2by2_sc_bottle2_3	NULL
SN208_Density_2by2_sc_bottle2_4	phil_review_good
SN208_Density_2by2_sc_bottle2_5	phil_review_good
SN208_Density_2by2_sc_bottle2_6	phil_review_good
SN208_Density_2by2_sc_bottle2_7	phil_review_good
SN208_Density_2by2_sc_bottle2_8	phil_review_good
SN208_Density_2by2_sc_bottle3_1	phil_review_good
SN208_Density_2by2_sc_bottle3_2	phil_review_good
SN208_Density_2by2_sc_bottle3_3	phil_review_good
SN208_Density_2by2_sc_bottle3_4	phil_review_good
SN208_Density_2by2_sc_bottle3_5	phil_review_good
SN208_Density_2by2_sc_bottle3_6	phil_review_good
SN208_Density_2by2_sc_bottle3_7	phil_review_good
SN208_Density_2by2_sc_bottle3_8	phil_review_good
SN208_Density_2by2_sc_bottle3_9	phil_review_good
SN208_Density_2by2_sc_bottle4_1	phil_review_good
SN208_Density_2by2_sc_bottle4_2	phil_review_good
SN208_Density_2by2_sc_bottle4_3	phil_review_good
SN208_Density_2by2_sc_bottle4_4	phil_review_good
SN208_Density_2by2_sc_bottle4_5	phil_review_good
SN208_Density_2by2_sc_bottle4_6	phil_review_good
SN208_Density_2by2_sc_bottle4_7	phil_review_good
SN208_Density_2by2_sc_bottle4_8	phil_review_good
SN208_Density_2by2_sc_bottle4_9	phil_review_good
SN208_Density_2by2_sc_bottle5_1	phil_review_good
SN208_Density_2by2_sc_bottle5_2	phil_review_good
SN208_Density_2by2_sc_bottle5_3	phil_review_good
SN208_Density_2by2_sc_bottle5_4	phil_review_good
SN208_Density_2by2_sc_bottle5_5	phil_review_good
SN208_Density_2by2_sc_bottle5_6	phil_review_good
SN208_Density_2by2_sc_bottle5_7	phil_review_good
SN208_Density_2by2_sc_bottle5_8	phil_review_good
SN208_Density_2by2_sc_bottle5_9	phil_review_good
SN208_Density_2by2_sc_bottle6_1	phil_review_good
SN208_Density_2by2_sc_bottle6_2	phil_review_good
SN208_Density_2by2_sc_bottle6_3	phil_review_bad
SN208_Density_2by2_sc_bottle6_4	phil_review_good
SN208_Density_2by2_sc_bottle6_5	phil_review_good
SN208_Density_2by2_sc_bottle6_6	phil_review_good
SN208_Density_2by2_sc_bottle6_7	phil_review_good
SN208_Density_2by2_sc_bottle6_8	phil_review_good
SN208_Density_2by2_sc_bottle6_9	phil_review_good
SN208_Density_2by2_sc_chair1_1	phil_review_good
SN208_Density_2by2_sc_chair1_2	phil_review_good
SN208_Density_2by2_sc_chair1_3	phil_review_good
SN208_Density_2by2_sc_chair1_4	phil_review_good
SN208_Density_2by2_sc_chair1_5	phil_review_good
SN208_Density_2by2_sc_chair1_6	phil_review_good
SN208_Density_2by2_sc_chair1_7	phil_review_good
SN208_Density_2by2_sc_chair1_8	phil_review_good
SN208_Density_2by2_sc_chair1_9	phil_review_good
SN208_Density_2by2_sc_chair2_1	phil_review_good
SN208_Density_2by2_sc_chair2_2	phil_review_good
SN208_Density_2by2_sc_chair2_3	phil_review_good
SN208_Density_2by2_sc_chair2_4	phil_review_good
SN208_Density_2by2_sc_chair2_5	phil_review_good
SN208_Density_2by2_sc_chair2_6	phil_review_good
SN208_Density_2by2_sc_chair2_7	phil_review_good
SN208_Density_2by2_sc_chair2_8	phil_review_good
SN208_Density_2by2_sc_chair3_1	phil_review_good
SN208_Density_2by2_sc_chair3_2	phil_review_good
SN208_Density_2by2_sc_chair3_3	phil_review_good
SN208_Density_2by2_sc_chair3_4	phil_review_good
SN208_Density_2by2_sc_chair3_5	phil_review_bad
SN208_Density_2by2_sc_chair3_6	phil_review_good
SN208_Density_2by2_sc_chair3_7	phil_review_good
SN208_Density_2by2_sc_chair3_8	phil_review_good
SN208_Density_2by2_sc_chair3_9	phil_review_good
SN208_Density_2by2_sc_chair4_1	phil_review_good
SN208_Density_2by2_sc_chair4_2	phil_review_good
SN208_Density_2by2_sc_chair4_3	phil_review_good
SN208_Density_2by2_sc_chair4_4	phil_review_good
SN208_Density_2by2_sc_chair4_5	phil_review_good
SN208_Density_2by2_sc_chair4_6	phil_review_good
SN208_Density_2by2_sc_chair4_7	phil_review_good
SN208_Density_2by2_sc_chair4_8	phil_review_good
SN208_Density_2by2_sc_chair4_9	phil_review_good
SN208_Density_2by2_sc_chair5_1	phil_review_good
SN208_Density_2by2_sc_chair5_2	phil_review_good
SN208_Density_2by2_sc_chair5_3	phil_review_good
SN208_Density_2by2_sc_chair5_4	phil_review_bad
SN208_Density_2by2_sc_chair5_5	phil_review_good
SN208_Density_2by2_sc_chair5_6	phil_review_good
SN208_Density_2by2_sc_chair5_7	phil_review_good
SN208_Density_2by2_sc_chair5_8	phil_review_good
SN208_Density_2by2_sc_chair5_9	phil_review_bad
SN208_Density_2by2_sc_chair6_1	phil_review_good
SN208_Density_2by2_sc_chair6_2	phil_review_good
SN208_Density_2by2_sc_chair6_3	phil_review_good
SN208_Density_2by2_sc_chair6_4	phil_review_good
SN208_Density_2by2_sc_chair6_5	phil_review_good
SN208_Density_2by2_sc_chair6_6	phil_review_good
SN208_Density_2by2_sc_chair6_7	phil_review_good
SN208_Density_2by2_sc_chair6_8	phil_review_good
SN208_Density_2by2_sc_chair6_9	phil_review_good
softsoap_white_offline2	NULL
test1_advil_liqui_gels	phil_review_good
test1_hunts_sauce	phil_review_good
test1_nature_valley_sweet_and_salty_nut_almont	NULL
test1_softsoap_gold	NULL
